model,tier,run_number,start_datetime,end_datetime,samples_processed,failed_calls,total_batch_time_seconds,total_api_time_seconds,avg_api_call_seconds,total_input_tokens,total_output_tokens,total_tokens,throughput_tokens_per_second,source_file
open-mistral-nemo,paid,27,2025-11-11 08:37:09,2025-11-11 08:54:36,100,0,1047,1047,10.48,8117,158461,166578,151.2,open-mistral-nemo_scheduled_paid_2289086.out
open-mistral-nemo,paid,28,2025-11-11 09:24:37,2025-11-11 09:43:19,100,0,1122,1122,11.22,8117,162832,170949,145.1,open-mistral-nemo_scheduled_paid_2289086.out
open-mistral-nemo,paid,29,2025-11-11 10:13:19,2025-11-11 10:31:05,100,0,1066,1066,10.66,8117,161555,169672,151.5,open-mistral-nemo_scheduled_paid_2289086.out
open-mistral-nemo,paid,30,2025-11-11 11:01:05,2025-11-11 11:19:00,100,0,1075,1075,10.76,8117,166462,174579,154.8,open-mistral-nemo_scheduled_paid_2289086.out
open-mistral-nemo,paid,31,2025-11-11 11:49:01,2025-11-11 12:07:35,100,0,1114,1114,11.15,8117,171425,179542,153.8,open-mistral-nemo_scheduled_paid_2289086.out
open-mistral-nemo,paid,32,2025-11-11 12:37:36,2025-11-11 12:55:36,100,0,1080,1080,10.80,8117,173424,181541,160.6,open-mistral-nemo_scheduled_paid_2289086.out
open-mistral-nemo,paid,33,2025-11-11 13:25:36,2025-11-11 13:42:38,100,0,1022,1022,10.23,8117,161956,170073,158.4,open-mistral-nemo_scheduled_paid_2289086.out
open-mistral-nemo,paid,34,2025-11-11 14:12:39,2025-11-11 14:31:00,99,1,1103,1101,11.13,8002,170043,178045,154.4,open-mistral-nemo_scheduled_paid_2289086.out
open-mistral-nemo,paid,35,2025-11-11 15:01:02,2025-11-11 15:19:16,100,0,1094,1094,10.94,8117,165519,173636,151.2,open-mistral-nemo_scheduled_paid_2289086.out
open-mistral-nemo,paid,36,2025-11-11 15:49:17,2025-11-11 16:07:34,100,0,1097,1097,10.97,8117,167670,175787,152.8,open-mistral-nemo_scheduled_paid_2289086.out
open-mistral-nemo,paid,37,2025-11-11 16:37:34,2025-11-11 16:56:04,100,0,1110,1110,11.10,8117,171872,179989,154.8,open-mistral-nemo_scheduled_paid_2289086.out
open-mistral-nemo,paid,38,2025-11-11 17:26:04,2025-11-11 17:45:21,100,0,1157,1157,11.57,8117,167093,175210,144.4,open-mistral-nemo_scheduled_paid_2289086.out
open-mistral-nemo,paid,39,2025-11-11 18:15:22,2025-11-11 18:35:17,100,0,1195,1195,11.96,8117,163616,171733,136.8,open-mistral-nemo_scheduled_paid_2289086.out
open-mistral-nemo,paid,40,2025-11-11 19:05:17,2025-11-11 19:25:32,100,0,1215,1215,12.15,8117,171269,179386,140.9,open-mistral-nemo_scheduled_paid_2289086.out
open-mistral-nemo,paid,41,2025-11-11 19:55:33,2025-11-11 20:15:01,100,0,1168,1168,11.69,8117,164699,172816,140.9,open-mistral-nemo_scheduled_paid_2289086.out
open-mistral-nemo,paid,42,2025-11-11 20:45:01,2025-11-11 21:01:41,100,0,1000,1000,10.01,8117,157499,165616,157.4,open-mistral-nemo_scheduled_paid_2289086.out
open-mistral-nemo,paid,43,2025-11-11 21:31:42,2025-11-11 21:50:37,100,0,1135,1135,11.35,8117,183478,191595,161.6,open-mistral-nemo_scheduled_paid_2289086.out
open-mistral-nemo,paid,44,2025-11-11 22:20:38,2025-11-11 22:38:30,100,0,1072,1072,10.72,8117,166306,174423,155.1,open-mistral-nemo_scheduled_paid_2289086.out
open-mistral-nemo,paid,45,2025-11-11 23:08:30,2025-11-11 23:26:40,100,0,1090,1090,10.90,8117,173169,181286,158.9,open-mistral-nemo_scheduled_paid_2289086.out
open-mistral-nemo,paid,46,2025-11-11 23:56:40,2025-11-12 00:14:53,100,0,1093,1093,10.93,8117,168005,176122,153.7,open-mistral-nemo_scheduled_paid_2289086.out
open-mistral-nemo,paid,47,2025-11-12 00:44:53,2025-11-12 01:04:05,100,0,1152,1152,11.53,8117,171248,179365,148.5,open-mistral-nemo_scheduled_paid_2289086.out
open-mistral-nemo,paid,48,2025-11-12 01:34:06,2025-11-12 01:51:54,100,0,1068,1068,10.69,8117,173035,181152,161.9,open-mistral-nemo_scheduled_paid_2289086.out
open-mistral-nemo,paid,49,2025-11-12 02:21:55,2025-11-12 02:38:58,100,0,1023,1023,10.23,8117,169048,177165,165.2,open-mistral-nemo_scheduled_paid_2289086.out
open-mistral-nemo,paid,50,2025-11-12 03:08:58,2025-11-12 03:26:38,100,0,1060,1060,10.61,8117,177667,185784,167.5,open-mistral-nemo_scheduled_paid_2289086.out
open-mistral-nemo,paid,51,2025-11-12 03:56:39,2025-11-12 04:14:26,100,0,1067,1067,10.67,8117,173004,181121,162.1,open-mistral-nemo_scheduled_paid_2289086.out
open-mistral-nemo,paid,52,2025-11-12 04:44:26,2025-11-12 05:02:02,100,0,1056,1056,10.57,8117,166877,174994,157.9,open-mistral-nemo_scheduled_paid_2289086.out
open-mistral-nemo,paid,53,2025-11-12 05:32:04,2025-11-12 05:48:48,100,0,1004,1004,10.04,8117,165419,173536,164.7,open-mistral-nemo_scheduled_paid_2289086.out
open-mistral-nemo,paid,54,2025-11-12 06:18:48,2025-11-12 06:35:40,100,0,1012,1012,10.13,8117,161703,169820,159.7,open-mistral-nemo_scheduled_paid_2289086.out
open-mistral-nemo,paid,55,2025-11-12 07:05:40,2025-11-12 07:23:30,100,0,1070,1070,10.71,8117,174635,182752,163.1,open-mistral-nemo_scheduled_paid_2289086.out
open-mistral-nemo,paid,56,2025-11-12 07:53:31,2025-11-12 08:11:09,100,0,1058,1058,10.59,8117,169113,177230,159.7,open-mistral-nemo_scheduled_paid_2289086.out
open-mistral-nemo,paid,57,2025-11-12 08:41:10,2025-11-12 08:58:59,100,0,1069,1069,10.69,8117,172424,180541,161.3,open-mistral-nemo_scheduled_paid_2289086.out
open-mistral-nemo,paid,58,2025-11-12 09:28:59,2025-11-12 09:46:49,100,0,1070,1070,10.70,8117,168853,176970,157.7,open-mistral-nemo_scheduled_paid_2289086.out
open-mistral-nemo,paid,59,2025-11-12 10:16:49,2025-11-12 10:34:55,100,0,1086,1086,10.87,8117,166851,174968,153.5,open-mistral-nemo_scheduled_paid_2289086.out
open-mistral-nemo,paid,60,2025-11-12 11:04:57,2025-11-12 11:23:19,100,0,1102,1102,11.02,8117,168335,176452,152.7,open-mistral-nemo_scheduled_paid_2289086.out
open-mistral-nemo,paid,61,2025-11-12 11:53:19,2025-11-12 12:11:19,99,1,1089,1080,10.91,8001,155982,163983,144.4,open-mistral-nemo_scheduled_paid_2289086.out
open-mistral-nemo,paid,62,2025-11-12 12:41:29,2025-11-12 12:58:43,100,0,1034,1034,10.35,8117,164563,172680,159.0,open-mistral-nemo_scheduled_paid_2289086.out
open-mistral-nemo,paid,63,2025-11-12 13:28:44,2025-11-12 13:46:32,100,0,1068,1068,10.69,8117,161759,169876,151.3,open-mistral-nemo_scheduled_paid_2289086.out
open-mistral-nemo,paid,64,2025-11-12 14:16:32,2025-11-12 14:34:46,100,0,1094,1094,10.95,8117,170515,178632,155.8,open-mistral-nemo_scheduled_paid_2289086.out
open-mistral-nemo,paid,65,2025-11-12 15:04:47,2025-11-12 15:24:48,100,0,1201,1201,12.02,8117,170322,178439,141.7,open-mistral-nemo_scheduled_paid_2289086.out
open-mistral-nemo,paid,66,2025-11-12 15:54:49,2025-11-12 16:14:25,100,0,1176,1176,11.76,8117,166272,174389,141.4,open-mistral-nemo_scheduled_paid_2289086.out
open-mistral-nemo,paid,67,2025-11-12 16:44:25,2025-11-12 17:03:14,100,0,1129,1129,11.29,8117,171747,179864,152.1,open-mistral-nemo_scheduled_paid_2289086.out
open-mistral-nemo,paid,68,2025-11-12 17:33:14,2025-11-12 17:50:55,100,0,1061,1061,10.62,8117,158704,166821,149.5,open-mistral-nemo_scheduled_paid_2289086.out
open-mistral-nemo,paid,69,2025-11-12 18:20:56,2025-11-12 18:38:09,100,0,1033,1033,10.33,8117,162639,170756,157.4,open-mistral-nemo_scheduled_paid_2289086.out
open-mistral-nemo,paid,70,2025-11-12 19:08:10,2025-11-12 19:26:57,100,0,1127,1127,11.27,8117,170914,179031,151.6,open-mistral-nemo_scheduled_paid_2289086.out
open-mistral-nemo,paid,71,2025-11-12 19:56:57,2025-11-12 20:15:45,100,0,1128,1128,11.28,8117,176219,184336,156.2,open-mistral-nemo_scheduled_paid_2289086.out
open-mistral-nemo,paid,72,2025-11-12 20:45:45,2025-11-12 21:03:58,100,0,1093,1093,10.94,8117,175315,183432,160.3,open-mistral-nemo_scheduled_paid_2289086.out
open-mistral-nemo,paid,73,2025-11-12 21:33:59,2025-11-12 21:52:31,100,0,1112,1112,11.12,8117,170415,178532,153.2,open-mistral-nemo_scheduled_paid_2289086.out
open-mistral-nemo,paid,74,2025-11-12 22:22:31,2025-11-12 22:40:14,100,0,1063,1063,10.64,8117,163044,171161,153.3,open-mistral-nemo_scheduled_paid_2289086.out
open-mistral-nemo,paid,75,2025-11-12 23:10:15,2025-11-12 23:28:17,100,0,1082,1082,10.82,8117,169098,177215,156.2,open-mistral-nemo_scheduled_paid_2289086.out
open-mistral-nemo,paid,76,2025-11-12 23:58:18,2025-11-13 00:16:50,100,0,1112,1112,11.13,8117,174534,182651,156.9,open-mistral-nemo_scheduled_paid_2289086.out
open-mistral-nemo,paid,77,2025-11-13 00:46:50,2025-11-13 01:04:40,100,0,1070,1070,10.70,8117,161475,169592,150.9,open-mistral-nemo_scheduled_paid_2289086.out
open-mistral-nemo,paid,78,2025-11-13 01:34:41,2025-11-13 01:52:11,100,0,1050,1050,10.51,8117,172429,180546,164.1,open-mistral-nemo_scheduled_paid_2289086.out
open-mistral-nemo,paid,79,2025-11-13 02:22:11,2025-11-13 02:39:13,100,0,1022,1022,10.22,8117,158837,166954,155.3,open-mistral-nemo_scheduled_paid_2289086.out
open-mistral-nemo,paid,80,2025-11-13 03:09:14,2025-11-13 03:26:40,100,0,1046,1046,10.47,8117,169974,178091,162.4,open-mistral-nemo_scheduled_paid_2289086.out
open-mistral-nemo,paid,81,2025-11-13 03:56:40,2025-11-13 04:15:17,100,0,1117,1117,11.18,8117,162445,170562,145.3,open-mistral-nemo_scheduled_paid_2289086.out
open-mistral-nemo,paid,82,2025-11-13 04:45:18,2025-11-13 05:03:19,100,0,1081,1081,10.81,8117,162857,170974,150.6,open-mistral-nemo_scheduled_paid_2289086.out
open-mistral-nemo,paid,83,2025-11-13 05:33:20,2025-11-13 05:50:33,100,0,1033,1033,10.34,8117,168502,176619,163.0,open-mistral-nemo_scheduled_paid_2289086.out
open-mistral-nemo,paid,84,2025-11-13 06:20:34,2025-11-13 06:37:32,100,0,1018,1018,10.18,8117,165405,173522,162.5,open-mistral-nemo_scheduled_paid_2289086.out
open-mistral-nemo,paid,85,2025-11-13 07:07:32,2025-11-13 07:25:53,100,0,1101,1101,11.01,8117,168326,176443,152.8,open-mistral-nemo_scheduled_paid_2289086.out
open-mistral-nemo,paid,86,2025-11-13 07:55:53,2025-11-13 08:13:11,100,0,1038,1038,10.38,8117,165358,173475,159.3,open-mistral-nemo_scheduled_paid_2289086.out
open-mistral-nemo,paid,87,2025-11-13 08:43:11,2025-11-13 09:00:32,100,0,1041,1041,10.41,8117,166716,174833,160.1,open-mistral-nemo_scheduled_paid_2289086.out
open-mistral-nemo,paid,88,2025-11-13 09:30:32,2025-11-13 09:48:30,100,0,1078,1078,10.78,8117,167551,175668,155.4,open-mistral-nemo_scheduled_paid_2289086.out
open-mistral-nemo,paid,89,2025-11-13 10:18:31,2025-11-13 10:36:36,100,0,1085,1085,10.85,8117,173194,181311,159.6,open-mistral-nemo_scheduled_paid_2289086.out
